SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
100020,6093289,Closed,currency 1,-492,0,-311.0,-311.0,0.0,0,19125.0,0.0,0.0,0.0,Consumer credit,-310,
100020,6093290,Closed,currency 1,-288,0,-104.0,-135.0,0.0,0,29160.0,0.0,0.0,0.0,Consumer credit,-133,
100020,6093291,Active,currency 1,-176,0,8.0,,0.0,0,16200.0,5845.5,0.0,0.0,Consumer credit,-52,
100020,6093292,Active,currency 1,-90,0,277.0,,0.0,0,135000.0,117243.0,0.0,0.0,Consumer credit,-28,
100043,6102747,Closed,currency 1,-1169,0,-414.0,-130.0,,0,306000.0,0.0,0.0,0.0,Credit card,-127,16290.0
100043,6102748,Closed,currency 1,-2639,0,-2453.0,-2516.0,0.0,0,27720.0,0.0,0.0,0.0,Consumer credit,-2513,16290.0
100002,6113835,Closed,currency 1,-1043,0,62.0,-967.0,0.0,0,67500.0,,,0.0,Credit card,-758,0.0
100002,6158903,Active,currency 1,-1042,0,780.0,,,0,450000.0,245781.0,0.0,0.0,Consumer credit,-7,0.0
100002,6158904,Closed,currency 1,-1125,0,-1038.0,-1038.0,,0,40761.0,,,0.0,Credit card,-1038,0.0
100002,6158905,Closed,currency 1,-476,0,,-48.0,,0,0.0,0.0,,0.0,Credit card,-47,
100002,6158906,Closed,currency 1,-1437,0,-1072.0,-1185.0,0.0,0,135000.0,0.0,0.0,0.0,Consumer credit,-1185,0.0
100002,6158907,Closed,currency 1,-1121,0,-911.0,-911.0,3321.0,0,19071.0,,,0.0,Consumer credit,-906,0.0
100002,6158908,Closed,currency 1,-645,0,85.0,-36.0,5043.645,0,120735.0,0.0,0.0,0.0,Consumer credit,-34,0.0
100002,6158909,Active,currency 1,-103,0,,,40.5,0,31988.565,0.0,31988.565,0.0,Credit card,-24,0.0
100097,6175061,Closed,currency 1,-2726,0,-2400.0,-2326.0,,0,112428.0,,,0.0,Consumer credit,-2326,
100097,6175062,Closed,currency 1,-2116,0,-1813.0,-969.0,,0,80055.0,,,0.0,Consumer credit,-966,
100097,6175063,Active,currency 1,-87,0,97.0,,0.0,0,126810.18,86526.0,0.0,0.0,Consumer credit,-18,
100025,6187585,Active,currency 1,-700,0,1124.0,,,0,2452500.0,1886544.0,0.0,0.0,Consumer credit,-49,
100031,6187661,Closed,currency 1,-1365,0,-269.0,-991.0,,0,573358.5,0.0,,0.0,Consumer credit,-989,
100031,6187662,Closed,currency 1,-992,0,469.0,-499.0,,0,1125000.0,1125000.0,,0.0,Consumer credit,-499,
100031,6187663,Closed,currency 1,-501,0,960.0,-233.0,,0,1350000.0,,,0.0,Consumer credit,-211,
100031,6187664,Closed,currency 1,-203,0,162.0,-73.0,,0,171013.5,,,0.0,Consumer credit,-72,
100031,6187665,Active,currency 1,-741,0,,,,0,112500.0,,,0.0,Credit card,-72,
100031,6187666,Active,currency 1,-75,0,1021.0,,,0,548779.5,,,0.0,Consumer credit,-12,
100031,6187667,Active,currency 1,-180,0,,,,0,90000.0,,,0.0,Credit card,-9,
100074,6190672,Closed,currency 1,-1307,0,-1002.0,-1005.0,,0,30555.0,0.0,,0.0,Consumer credit,-1002,0.0
100074,6190673,Closed,currency 1,-1030,0,-300.0,-300.0,0.0,0,286634.52,0.0,0.0,0.0,Consumer credit,-296,
100074,6190674,Closed,currency 1,-2071,0,-1765.0,-1765.0,4011.57,0,43785.0,0.0,0.0,0.0,Consumer credit,-1765,
100099,6221641,Closed,currency 1,-833,0,-651.0,-647.0,,0,45531.0,0.0,0.0,0.0,Consumer credit,-646,
100099,6221642,Closed,currency 1,-1010,0,-645.0,-430.0,,0,0.0,0.0,0.0,0.0,Credit card,-423,0.0
100099,6221643,Active,currency 1,-1504,0,322.0,,,0,494550.0,90670.5,0.0,0.0,Consumer credit,-10,
100099,6221644,Active,currency 1,-1161,0,666.0,,,0,197820.0,94864.5,0.0,0.0,Consumer credit,-31,0.0
100099,6221645,Closed,currency 1,-478,0,252.0,-350.0,,0,450000.0,,,0.0,Consumer credit,-350,
100099,6221646,Closed,currency 1,-570,0,-205.0,-350.0,,0,225000.0,,,0.0,Consumer credit,-350,4828.5
100099,6221647,Active,currency 1,-350,0,1476.0,,,0,512901.0,,,0.0,Consumer credit,-12,5562.0
100099,6221648,Active,currency 1,-162,0,1664.0,,,0,613350.0,,,0.0,Consumer credit,-5,
100099,6221649,Active,currency 1,-350,0,,,,0,90000.0,,,0.0,Credit card,-5,5562.0
100099,6221650,Closed,currency 1,-772,0,-590.0,-590.0,0.0,0,63022.5,0.0,0.0,0.0,Consumer credit,-587,9675.0
100096,6238780,Closed,currency 1,-2922,0,-2610.0,-1647.0,,0,65610.0,,,0.0,Consumer credit,-1647,
100092,6287193,Closed,currency 1,-537,0,-232.0,-231.0,,0,24250.5,0.0,0.0,0.0,Consumer credit,-230,0.0
100092,6287194,Closed,currency 1,-2413,0,-587.0,-1163.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-599,0.0
100092,6287195,Closed,currency 1,-2413,0,-587.0,-1163.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-912,0.0
100092,6287196,Active,currency 1,-292,0,42.0,,,0,67500.0,66487.5,0.0,0.0,Credit card,-91,
100092,6287197,Active,currency 1,-84,0,281.0,,,0,99450.0,84348.0,0.0,0.0,Consumer credit,-21,9405.0
100092,6287198,Active,currency 1,-530,0,1296.0,,,0,238500.0,124659.0,0.0,0.0,Consumer credit,-11,9270.0
100092,6287199,Active,currency 1,-363,0,370.0,,,0,218025.0,129978.0,0.0,0.0,Consumer credit,-27,8478.0
100092,6287200,Active,currency 1,-1163,0,661.0,,,0,373500.0,156951.0,0.0,0.0,Consumer credit,-36,9598.5
100092,6287201,Active,currency 1,-1163,0,661.0,,,0,373500.0,340407.0,0.0,0.0,Consumer credit,-912,9598.5
100092,6287202,Closed,currency 1,-2076,0,-1587.0,-1587.0,,0,82314.0,,,0.0,Consumer credit,-1587,
100092,6287203,Closed,currency 1,-1770,0,-1586.0,-1583.0,,0,30861.0,0.0,,0.0,Consumer credit,-1332,0.0
100092,6287204,Active,currency 1,-1587,0,-1040.0,,,0,132817.5,34479.0,,0.0,Consumer credit,-1141,9450.0
100092,6287205,Closed,currency 1,-1141,0,-363.0,-363.0,5849.28,0,303858.405,0.0,0.0,0.0,Consumer credit,-363,
100084,6291458,Closed,currency 1,-2152,0,-1788.0,-991.0,,0,98100.0,,,0.0,Consumer credit,-988,0.0
100023,6296136,Closed,currency 1,-2624,0,-2228.0,-2287.0,2182.5,0,22500.0,0.0,0.0,0.0,Consumer credit,-2287,
100023,6296137,Active,currency 1,-2370,0,-1250.0,-2335.0,0.0,0,45000.0,0.0,0.0,0.0,Credit card,-635,
100023,6296138,Closed,currency 1,-1054,0,-809.0,-793.0,,0,39969.0,0.0,0.0,0.0,Consumer credit,-696,
100023,6296140,Active,currency 1,-984,0,60.0,,,0,45000.0,41881.5,0.0,0.0,Credit card,-34,
100023,6296141,Active,currency 1,-1054,0,773.0,,,0,123637.5,70443.0,0.0,0.0,Consumer credit,-34,
100023,6296142,Closed,currency 1,-1507,0,-1265.0,-1265.0,,0,52483.5,,,0.0,Consumer credit,-1265,
100023,6296143,Closed,currency 1,-1269,0,-871.0,-871.0,,0,63751.5,24714.0,,0.0,Consumer credit,-871,
100023,6296144,Closed,currency 1,-994,0,-810.0,-810.0,,0,93591.0,0.0,,0.0,Credit card,-810,
100023,6296145,Closed,currency 1,-1053,0,-809.0,-809.0,,0,39969.0,0.0,,0.0,Consumer credit,-806,
100023,6296146,Closed,currency 1,-753,0,,-508.0,,0,225000.0,,,0.0,Credit card,-508,
100023,6296147,Closed,currency 1,-508,0,1318.0,-138.0,,0,221121.0,,,0.0,Consumer credit,-135,
100023,6296148,Active,currency 1,-157,0,1669.0,,,0,444078.0,0.0,,0.0,Consumer credit,-5,
100023,6296149,Closed,currency 1,-810,0,-157.0,-157.0,5980.05,0,229591.845,0.0,0.0,0.0,Consumer credit,-157,
100083,6307728,Active,currency 1,-494,0,1332.0,,,0,2153641.5,1756003.5,0.0,0.0,Car loan,-32,
100083,6307729,Closed,currency 1,-1964,0,-503.0,-525.0,,0,1084239.0,0.0,,0.0,Car loan,-525,
100062,6348204,Closed,currency 1,-306,0,273.0,-274.0,,0,127626.12,0.0,,0.0,Consumer credit,-270,
100062,6348205,Closed,currency 1,-2288,0,-861.0,-861.0,,0,954000.0,0.0,0.0,0.0,Consumer credit,-838,0.0
100028,6356879,Closed,currency 1,-992,0,-452.0,-845.0,,0,43024.5,0.0,,0.0,Consumer credit,-563,
100028,6356880,Active,currency 1,-1805,0,-1105.0,,,0,0.0,0.0,0.0,0.0,Credit card,-54,
100028,6356881,Closed,currency 1,-2105,0,-1862.0,-1836.0,,0,31630.5,0.0,0.0,0.0,Consumer credit,-1027,0.0
100028,6356882,Closed,currency 1,-1924,0,-1375.0,-1375.0,,0,130257.0,0.0,0.0,0.0,Consumer credit,-1001,0.0
100028,6356883,Active,currency 1,-1821,0,30885.0,,,0,162000.0,7713.0,0.0,0.0,Credit card,-913,1624.5
100028,6356884,Active,currency 1,-307,0,935.0,,,0,180000.0,151015.5,0.0,0.0,Credit card,-141,
100028,6356885,Closed,currency 1,-2104,0,-1862.0,-1862.0,,0,31630.5,0.0,,0.0,Consumer credit,-1564,0.0
100028,6356886,Closed,currency 1,-1923,0,-1375.0,-1375.0,,0,130261.5,0.0,,0.0,Consumer credit,-1102,0.0
100028,6356887,Active,currency 1,-1050,0,776.0,,0.0,0,393750.0,,,0.0,Consumer credit,-66,6562.485
100028,6356888,Closed,currency 1,-1419,0,-688.0,-688.0,0.0,0,183600.0,,,0.0,Consumer credit,-685,
100028,6356889,Active,currency 1,-269,0,,,0.0,0,128971.08,27576.0,101390.76,0.0,Credit card,-20,12897.09
100028,6356890,Closed,currency 1,-1102,0,,-687.0,0.0,0,105750.0,0.0,0.0,0.0,Credit card,-682,
100050,6363403,Closed,currency 1,-2702,0,-2305.0,-2334.0,,0,157282.38,0.0,,0.0,Consumer credit,-872,
100050,6363404,Closed,currency 1,-2679,0,-2295.0,-2357.0,,0,135459.0,0.0,0.0,0.0,Consumer credit,-2315,0.0
100050,6363405,Closed,currency 1,-694,0,189.0,-145.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-135,0.0
100090,6369797,Active,currency 1,-208,0,157.0,,,0,61084.8,40522.275,,0.0,Consumer credit,-15,
100089,6385171,Closed,currency 1,-599,0,-265.0,-265.0,9283.5,0,116545.5,0.0,0.0,0.0,Consumer credit,-261,
100057,6400405,Active,currency 1,-1463,0,,,,0,164250.0,0.0,,0.0,Credit card,-1089,0.0
100057,6400406,Closed,currency 1,-2623,0,-2530.0,-2530.0,0.0,0,22909.5,0.0,0.0,0.0,Consumer credit,-2529,
100088,6422829,Closed,currency 1,-1337,0,1222.0,-418.0,,0,270000.0,0.0,0.0,0.0,Consumer credit,-390,
100088,6422830,Closed,currency 1,-2736,0,-910.0,-1337.0,,0,540000.0,0.0,0.0,0.0,Consumer credit,-669,
100088,6422831,Closed,currency 1,-1214,0,-664.0,-859.0,,0,157500.0,0.0,,0.0,Consumer credit,-856,
100088,6422832,Active,currency 1,-903,0,,,,0,135000.0,,,0.0,Consumer credit,-42,
100088,6422833,Active,currency 1,-851,0,610.0,,,0,675000.0,403969.5,,0.0,Consumer credit,-28,
100079,6445631,Closed,currency 1,-553,0,-371.0,-357.0,,0,60781.5,0.0,0.0,0.0,Consumer credit,-354,
100078,6460631,Closed,currency 1,-1308,0,519.0,-134.0,,0,292500.0,0.0,0.0,0.0,Consumer credit,-125,54000.0
100078,6460632,Active,currency 1,-862,0,,,0.0,0,540000.0,537165.0,2832.705,0.0,Credit card,-28,54000.0
100008,6491432,Closed,currency 1,-1097,0,-792.0,-790.0,,0,95134.5,0.0,0.0,0.0,Consumer credit,-790,
100008,6491433,Closed,currency 1,-1097,0,-853.0,-1028.0,,0,105705.0,0.0,0.0,0.0,Consumer credit,-1027,
100008,6491434,Active,currency 1,-78,0,471.0,,0.0,0,267606.0,240057.0,0.0,0.0,Consumer credit,-16,
100078,6520708,Closed,currency 1,-1338,0,489.0,-119.0,,0,310500.0,0.0,0.0,0.0,Consumer credit,-85,
100058,6552703,Closed,currency 1,-650,0,-378.0,-172.0,,0,90000.0,0.0,0.0,0.0,Credit card,-169,
100058,6552704,Closed,currency 1,-2536,0,-709.0,-758.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-562,
100058,6552705,Active,currency 1,-790,0,284.0,,,0,135000.0,127777.5,0.0,0.0,Credit card,-18,
100058,6552706,Active,currency 1,-223,0,31087.0,,,0,135000.0,130819.5,,0.0,Credit card,-18,
100030,6584419,Closed,currency 1,-1547,0,238.0,-418.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-363,
100030,6584420,Closed,currency 1,-1265,0,-1173.0,-1173.0,0.0,0,21975.57,0.0,0.0,0.0,Consumer credit,-1173,
100030,6584421,Active,currency 1,-1053,0,,,0.0,0,45000.0,19341.0,25656.03,0.0,Credit card,-9,
100030,6584422,Closed,currency 1,-840,0,-655.0,-778.0,0.0,0,18500.4,0.0,0.0,0.0,Consumer credit,-778,
100030,6584423,Closed,currency 1,-462,0,-127.0,-127.0,0.0,0,49455.0,0.0,0.0,0.0,Consumer credit,-125,
100030,6584424,Active,currency 1,-418,0,1409.0,,0.0,0,508500.0,432301.5,0.0,0.0,Consumer credit,-19,
100064,6612298,Active,currency 1,-509,0,221.0,,,0,94500.0,34951.5,0.0,0.0,Consumer credit,-21,4653.0
100064,6612299,Active,currency 1,-339,0,-141.0,,,0,67500.0,60462.0,0.0,0.0,Credit card,-172,
100080,6620394,Closed,currency 1,-1802,0,-1651.0,-1652.0,,0,30150.0,0.0,0.0,0.0,Consumer credit,-1516,
100100,6625591,Closed,currency 1,-1728,0,-1035.0,-205.0,,0,4500.0,0.0,,0.0,Credit card,-203,
100100,6625592,Closed,currency 1,-2830,0,-2616.0,-2704.0,,0,16911.45,0.0,,0.0,Consumer credit,-780,0.0
100100,6625593,Closed,currency 1,-1635,0,-1301.0,-1360.0,,0,54432.0,0.0,,0.0,Consumer credit,-780,19819.485
100100,6625594,Closed,currency 1,-443,0,-367.0,-367.0,,0,1800000.0,0.0,0.0,0.0,Consumer credit,-362,
100100,6625595,Closed,currency 1,-2696,0,-869.0,-869.0,,0,1287900.0,0.0,0.0,0.0,Car loan,-850,
100037,6630331,Closed,currency 1,-2761,0,-2608.0,-2636.0,0.0,0,83362.5,0.0,0.0,0.0,Consumer credit,-2636,0.0
100046,6672229,Active,currency 1,-427,0,915.0,,,0,382500.0,0.0,0.0,0.0,Credit card,-9,
100046,6672230,Closed,currency 1,-1100,0,-369.0,-369.0,,0,701730.0,0.0,0.0,0.0,Consumer credit,-344,
100046,6672231,Closed,currency 1,-2653,0,-826.0,-1083.0,,0,3595500.0,0.0,0.0,0.0,Car loan,-907,
100046,6672232,Closed,currency 1,-1793,0,-711.0,-1341.0,,0,7957530.0,0.0,0.0,0.0,Car loan,-1331,
100036,6673494,Active,currency 1,-889,0,-462.0,,,0,94959.0,8339.355,,0.0,Consumer credit,-519,
100005,6735200,Closed,currency 1,-373,0,-128.0,-123.0,,0,58500.0,0.0,0.0,0.0,Credit card,-121,0.0
100005,6735201,Active,currency 1,-137,0,1324.0,,,0,568800.0,543087.0,0.0,0.0,Consumer credit,-11,0.0
100005,6735202,Active,currency 1,-62,0,122.0,,0.0,0,29826.0,25321.5,0.0,0.0,Consumer credit,-31,4261.5
100059,6744278,Closed,currency 1,-449,0,-174.0,-174.0,,0,55030.5,0.0,0.0,0.0,Consumer credit,-171,0.0
100091,6772203,Closed,currency 1,-1409,0,-678.0,-678.0,,0,95179.5,0.0,,0.0,Consumer credit,-7,
100091,6772204,Closed,currency 1,-363,0,368.0,-118.0,,0,450000.0,0.0,,0.0,Consumer credit,-7,
100091,6772205,Active,currency 1,-119,0,1707.0,,,0,1404666.0,1367662.5,0.0,0.0,Consumer credit,-22,0.0
100022,6795607,Active,currency 1,-289,0,441.0,,,0,292500.0,205276.5,0.0,0.0,Consumer credit,-38,
100022,6795608,Active,currency 1,-385,0,1439.0,,0.0,0,765000.0,,,0.0,Consumer credit,-18,
100059,6798301,Closed,currency 1,-764,0,-522.0,-610.0,,0,87066.0,0.0,0.0,0.0,Consumer credit,-608,0.0
100059,6798302,Active,currency 1,-447,0,638.0,,,0,1624500.0,980784.0,,0.0,Car loan,-12,0.0
100059,6798303,Closed,currency 1,-194,0,-102.0,-102.0,0.0,0,75872.7,0.0,0.0,0.0,Consumer credit,-100,49986.0
100059,6798304,Closed,currency 1,-1343,0,-612.0,-642.0,17087.94,0,315000.0,0.0,0.0,0.0,Consumer credit,-642,0.0
100065,6805526,Active,currency 1,-1060,0,620.0,,,0,63000.0,60218.775,2781.225,0.0,Credit card,-8,
100065,6805527,Closed,currency 1,-1207,0,-1116.0,-1116.0,,0,22990.5,0.0,0.0,0.0,Consumer credit,-985,0.0
100065,6805528,Closed,currency 1,-1206,0,-1117.0,-1117.0,,0,22995.0,0.0,,0.0,Consumer credit,-1111,0.0
100065,6805529,Active,currency 1,-939,0,-758.0,,,0,90805.5,,,0.0,Consumer credit,-775,15642.0
100065,6805530,Closed,currency 1,-939,0,-758.0,-758.0,,0,90805.5,,,0.0,Consumer credit,-754,0.0
100065,6805531,Closed,currency 1,-1123,0,-520.0,-519.0,,0,36000.0,0.0,,0.0,Credit card,-516,0.0
100065,6805532,Closed,currency 1,-717,0,-533.0,-595.0,,0,137614.5,,,0.0,Consumer credit,-505,0.0
100065,6805533,Closed,currency 1,-595,0,-414.0,-480.0,,0,175500.0,,,0.0,Consumer credit,-480,0.0
100065,6805534,Closed,currency 1,-480,0,-115.0,-266.0,,0,225000.0,0.0,,0.0,Consumer credit,-263,0.0
100065,6805535,Closed,currency 1,-266,0,99.0,-107.0,,0,247500.0,0.0,,0.0,Consumer credit,-106,0.0
100065,6805536,Active,currency 1,-107,0,259.0,,,0,348237.0,303223.5,,0.0,Consumer credit,-17,33777.0
100065,6805537,Closed,currency 1,-317,0,-133.0,-133.0,0.0,0,70425.945,0.0,0.0,0.0,Consumer credit,-133,
100065,6805538,Active,currency 1,-358,0,27225.0,,0.0,0,180000.0,176831.235,3168.765,0.0,Credit card,-15,4500.0
100004,6829133,Closed,currency 1,-1326,0,-595.0,-683.0,,0,94500.0,0.0,0.0,0.0,Consumer credit,-682,
100004,6829134,Closed,currency 1,-408,0,-382.0,-382.0,0.0,0,94537.8,0.0,0.0,0.0,Consumer credit,-382,
100061,6830335,Closed,currency 1,-924,0,-738.0,-771.0,,0,37741.5,0.0,,0.0,Consumer credit,-426,
